availability_id,service_id,date,uptime_pct,total_minutes,downtime_minutes,sla_breached
536,SRV-008,2025-08-20,90.833,1440,132,True
537,SRV-001,2025-08-21,100.0,1440,0,False
538,SRV-002,2025-08-21,100.0,1440,0,False
539,SRV-003,2025-08-21,100.0,1440,0,False
540,SRV-004,2025-08-21,100.0,1440,0,False
541,SRV-005,2025-08-21,87.222,1440,184,True
542,SRV-006,2025-08-21,100.0,1440,0,False
543,SRV-007,2025-08-21,100.0,1440,0,False
544,SRV-008,2025-08-21,100.0,1440,0,False
545,SRV-001,2025-08-22,100.0,1440,0,False
546,SRV-002,2025-08-22,100.0,1440,0,False
547,SRV-003,2025-08-22,86.25,1440,198,True
548,SRV-004,2025-08-22,100.0,1440,0,False
549,SRV-005,2025-08-22,100.0,1440,0,False
550,SRV-006,2025-08-22,100.0,1440,0,False
551,SRV-007,2025-08-22,100.0,1440,0,False
552,SRV-008,2025-08-22,100.0,1440,0,False
553,SRV-001,2025-08-23,100.0,1440,0,False
554,SRV-002,2025-08-23,100.0,1440,0,False
555,SRV-003,2025-08-23,100.0,1440,0,False
556,SRV-004,2025-08-23,93.264,1440,97,True
557,SRV-005,2025-08-23,100.0,1440,0,False
558,SRV-006,2025-08-23,100.0,1440,0,False
559,SRV-007,2025-08-23,100.0,1440,0,False
560,SRV-008,2025-08-23,100.0,1440,0,False
561,SRV-001,2025-08-24,100.0,1440,0,False
562,SRV-002,2025-08-24,100.0,1440,0,False
563,SRV-003,2025-08-24,100.0,1440,0,False
564,SRV-004,2025-08-24,100.0,1440,0,False
565,SRV-005,2025-08-24,100.0,1440,0,False
566,SRV-006,2025-08-24,100.0,1440,0,False
567,SRV-007,2025-08-24,100.0,1440,0,False
568,SRV-008,2025-08-24,100.0,1440,0,False
569,SRV-001,2025-08-25,100.0,1440,0,False
570,SRV-002,2025-08-25,100.0,1440,0,False
571,SRV-003,2025-08-25,100.0,1440,0,False
572,SRV-004,2025-08-25,94.375,1440,81,True
573,SRV-005,2025-08-25,100.0,1440,0,False
574,SRV-006,2025-08-25,100.0,1440,0,False
575,SRV-007,2025-08-25,100.0,1440,0,False
576,SRV-008,2025-08-25,100.0,1440,0,False
577,SRV-001,2025-08-26,100.0,1440,0,False
578,SRV-002,2025-08-26,100.0,1440,0,False
579,SRV-003,2025-08-26,100.0,1440,0,False
580,SRV-004,2025-08-26,100.0,1440,0,False
581,SRV-005,2025-08-26,100.0,1440,0,False
582,SRV-006,2025-08-26,100.0,1440,0,False
583,SRV-007,2025-08-26,93.056,1440,100,True
584,SRV-008,2025-08-26,89.792,1440,147,True
585,SRV-001,2025-08-27,100.0,1440,0,False
586,SRV-002,2025-08-27,100.0,1440,0,False
587,SRV-003,2025-08-27,100.0,1440,0,False
588,SRV-004,2025-08-27,100.0,1440,0,False
589,SRV-005,2025-08-27,100.0,1440,0,False
590,SRV-006,2025-08-27,95.833,1440,60,True
591,SRV-007,2025-08-27,100.0,1440,0,False
592,SRV-008,2025-08-27,100.0,1440,0,False
593,SRV-001,2025-08-28,100.0,1440,0,False
594,SRV-002,2025-08-28,100.0,1440,0,False
595,SRV-003,2025-08-28,94.861,1440,74,True
596,SRV-004,2025-08-28,100.0,1440,0,False
597,SRV-005,2025-08-28,96.181,1440,55,True
598,SRV-006,2025-08-28,100.0,1440,0,False
599,SRV-007,2025-08-28,100.0,1440,0,False
600,SRV-008,2025-08-28,100.0,1440,0,False
601,SRV-001,2025-08-29,100.0,1440,0,False
602,SRV-002,2025-08-29,100.0,1440,0,False
603,SRV-003,2025-08-29,96.319,1440,53,True
604,SRV-004,2025-08-29,100.0,1440,0,False
605,SRV-005,2025-08-29,100.0,1440,0,False
606,SRV-006,2025-08-29,100.0,1440,0,False
607,SRV-007,2025-08-29,100.0,1440,0,False
608,SRV-008,2025-08-29,100.0,1440,0,False
609,SRV-001,2025-08-30,100.0,1440,0,False
610,SRV-002,2025-08-30,100.0,1440,0,False
611,SRV-003,2025-08-30,100.0,1440,0,False
612,SRV-004,2025-08-30,100.0,1440,0,False
613,SRV-005,2025-08-30,100.0,1440,0,False
614,SRV-006,2025-08-30,100.0,1440,0,False
615,SRV-007,2025-08-30,100.0,1440,0,False
616,SRV-008,2025-08-30,100.0,1440,0,False
617,SRV-001,2025-08-31,100.0,1440,0,False
618,SRV-002,2025-08-31,100.0,1440,0,False
619,SRV-003,2025-08-31,100.0,1440,0,False
620,SRV-004,2025-08-31,100.0,1440,0,False
621,SRV-005,2025-08-31,100.0,1440,0,False
622,SRV-006,2025-08-31,100.0,1440,0,False
623,SRV-007,2025-08-31,100.0,1440,0,False
624,SRV-008,2025-08-31,100.0,1440,0,False
625,SRV-001,2025-09-01,100.0,1440,0,False
626,SRV-002,2025-09-01,100.0,1440,0,False
627,SRV-003,2025-09-01,100.0,1440,0,False
628,SRV-004,2025-09-01,100.0,1440,0,False
629,SRV-005,2025-09-01,100.0,1440,0,False
630,SRV-006,2025-09-01,100.0,1440,0,False
631,SRV-007,2025-09-01,100.0,1440,0,False
632,SRV-008,2025-09-01,100.0,1440,0,False
633,SRV-001,2025-09-02,100.0,1440,0,False
634,SRV-002,2025-09-02,96.25,1440,54,True
635,SRV-003,2025-09-02,100.0,1440,0,False
636,SRV-004,2025-09-02,100.0,1440,0,False
637,SRV-005,2025-09-02,100.0,1440,0,False
638,SRV-006,2025-09-02,100.0,1440,0,False
639,SRV-007,2025-09-02,100.0,1440,0,False
640,SRV-008,2025-09-02,100.0,1440,0,False
641,SRV-001,2025-09-03,91.944,1440,116,True
642,SRV-002,2025-09-03,100.0,1440,0,False
643,SRV-003,2025-09-03,100.0,1440,0,False
644,SRV-004,2025-09-03,100.0,1440,0,False
645,SRV-005,2025-09-03,100.0,1440,0,False
646,SRV-006,2025-09-03,100.0,1440,0,False
647,SRV-007,2025-09-03,100.0,1440,0,False
648,SRV-008,2025-09-03,100.0,1440,0,False
649,SRV-001,2025-09-04,100.0,1440,0,False
650,SRV-002,2025-09-04,100.0,1440,0,False
651,SRV-003,2025-09-04,100.0,1440,0,False
652,SRV-004,2025-09-04,100.0,1440,0,False
653,SRV-005,2025-09-04,100.0,1440,0,False
654,SRV-006,2025-09-04,100.0,1440,0,False
655,SRV-007,2025-09-04,100.0,1440,0,False
656,SRV-008,2025-09-04,100.0,1440,0,False
657,SRV-001,2025-09-05,100.0,1440,0,False
658,SRV-002,2025-09-05,100.0,1440,0,False
659,SRV-003,2025-09-05,100.0,1440,0,False
660,SRV-004,2025-09-05,100.0,1440,0,False
661,SRV-005,2025-09-05,100.0,1440,0,False
662,SRV-006,2025-09-05,100.0,1440,0,False
663,SRV-007,2025-09-05,100.0,1440,0,False
664,SRV-008,2025-09-05,100.0,1440,0,False
665,SRV-001,2025-09-06,100.0,1440,0,False
666,SRV-002,2025-09-06,100.0,1440,0,False
667,SRV-003,2025-09-06,100.0,1440,0,False
668,SRV-004,2025-09-06,100.0,1440,0,False
669,SRV-005,2025-09-06,100.0,1440,0,False
670,SRV-006,2025-09-06,100.0,1440,0,False
671,SRV-007,2025-09-06,100.0,1440,0,False
672,SRV-008,2025-09-06,100.0,1440,0,False
673,SRV-001,2025-09-07,100.0,1440,0,False
674,SRV-002,2025-09-07,100.0,1440,0,False
675,SRV-003,2025-09-07,100.0,1440,0,False
676,SRV-004,2025-09-07,100.0,1440,0,False
677,SRV-005,2025-09-07,100.0,1440,0,False
678,SRV-006,2025-09-07,100.0,1440,0,False
679,SRV-007,2025-09-07,100.0,1440,0,False
680,SRV-008,2025-09-07,97.361,1440,38,True
681,SRV-001,2025-09-08,100.0,1440,0,False
682,SRV-002,2025-09-08,100.0,1440,0,False
683,SRV-003,2025-09-08,100.0,1440,0,False
684,SRV-004,2025-09-08,100.0,1440,0,False
685,SRV-005,2025-09-08,100.0,1440,0,False
686,SRV-006,2025-09-08,100.0,1440,0,False
687,SRV-007,2025-09-08,100.0,1440,0,False
688,SRV-008,2025-09-08,100.0,1440,0,False
689,SRV-001,2025-09-09,100.0,1440,0,False
690,SRV-002,2025-09-09,100.0,1440,0,False
691,SRV-003,2025-09-09,100.0,1440,0,False
692,SRV-004,2025-09-09,100.0,1440,0,False
693,SRV-005,2025-09-09,93.472,1440,94,True
694,SRV-006,2025-09-09,100.0,1440,0,False
695,SRV-007,2025-09-09,100.0,1440,0,False
696,SRV-008,2025-09-09,100.0,1440,0,False
697,SRV-001,2025-09-10,93.333,1440,96,True
698,SRV-002,2025-09-10,100.0,1440,0,False
699,SRV-003,2025-09-10,100.0,1440,0,False
700,SRV-004,2025-09-10,99.028,1440,14,True
701,SRV-005,2025-09-10,100.0,1440,0,False
702,SRV-006,2025-09-10,100.0,1440,0,False
703,SRV-007,2025-09-10,100.0,1440,0,False
704,SRV-008,2025-09-10,99.167,1440,12,True
705,SRV-001,2025-09-11,100.0,1440,0,False
706,SRV-002,2025-09-11,95.764,1440,61,True
707,SRV-003,2025-09-11,100.0,1440,0,False
708,SRV-004,2025-09-11,100.0,1440,0,False
709,SRV-005,2025-09-11,100.0,1440,0,False
710,SRV-006,2025-09-11,100.0,1440,0,False
711,SRV-007,2025-09-11,100.0,1440,0,False
712,SRV-008,2025-09-11,100.0,1440,0,False
713,SRV-001,2025-09-12,100.0,1440,0,False
714,SRV-002,2025-09-12,100.0,1440,0,False
715,SRV-003,2025-09-12,100.0,1440,0,False
716,SRV-004,2025-09-12,100.0,1440,0,False
717,SRV-005,2025-09-12,100.0,1440,0,False
718,SRV-006,2025-09-12,100.0,1440,0,False
719,SRV-007,2025-09-12,89.306,1440,154,True
720,SRV-008,2025-09-12,100.0,1440,0,False
721,SRV-001,2025-09-13,100.0,1440,0,False
722,SRV-002,2025-09-13,100.0,1440,0,False
723,SRV-003,2025-09-13,88.125,1440,171,True
724,SRV-004,2025-09-13,100.0,1440,0,False
725,SRV-005,2025-09-13,100.0,1440,0,False
726,SRV-006,2025-09-13,100.0,1440,0,False
727,SRV-007,2025-09-13,100.0,1440,0,False
728,SRV-008,2025-09-13,100.0,1440,0,False
729,SRV-001,2025-09-14,92.5,1440,108,True
730,SRV-002,2025-09-14,93.194,1440,98,True
731,SRV-003,2025-09-14,100.0,1440,0,False
732,SRV-004,2025-09-14,100.0,1440,0,False
733,SRV-005,2025-09-14,100.0,1440,0,False
734,SRV-006,2025-09-14,100.0,1440,0,False
735,SRV-007,2025-09-14,86.528,1440,194,True
736,SRV-008,2025-09-14,100.0,1440,0,False
737,SRV-001,2025-09-15,97.222,1440,40,True
738,SRV-002,2025-09-15,100.0,1440,0,False
739,SRV-003,2025-09-15,100.0,1440,0,False
740,SRV-004,2025-09-15,100.0,1440,0,False
741,SRV-005,2025-09-15,100.0,1440,0,False
742,SRV-006,2025-09-15,100.0,1440,0,False
743,SRV-007,2025-09-15,100.0,1440,0,False
744,SRV-008,2025-09-15,100.0,1440,0,False
745,SRV-001,2025-09-16,100.0,1440,0,False
746,SRV-002,2025-09-16,93.75,1440,90,True
747,SRV-003,2025-09-16,100.0,1440,0,False
748,SRV-004,2025-09-16,100.0,1440,0,False
749,SRV-005,2025-09-16,100.0,1440,0,False
750,SRV-006,2025-09-16,87.083,1440,186,True
751,SRV-007,2025-09-16,100.0,1440,0,False
752,SRV-008,2025-09-16,96.875,1440,45,True
753,SRV-001,2025-09-17,97.222,1440,40,True
754,SRV-002,2025-09-17,90.972,1440,130,True
755,SRV-003,2025-09-17,100.0,1440,0,False
756,SRV-004,2025-09-17,100.0,1440,0,False
757,SRV-005,2025-09-17,100.0,1440,0,False
758,SRV-006,2025-09-17,100.0,1440,0,False
759,SRV-007,2025-09-17,100.0,1440,0,False
760,SRV-008,2025-09-17,100.0,1440,0,False
761,SRV-001,2025-09-18,100.0,1440,0,False
762,SRV-002,2025-09-18,100.0,1440,0,False
763,SRV-003,2025-09-18,97.153,1440,41,True
764,SRV-004,2025-09-18,100.0,1440,0,False
765,SRV-005,2025-09-18,100.0,1440,0,False
766,SRV-006,2025-09-18,100.0,1440,0,False
767,SRV-007,2025-09-18,100.0,1440,0,False
768,SRV-008,2025-09-18,100.0,1440,0,False
769,SRV-001,2025-09-19,100.0,1440,0,False
770,SRV-002,2025-09-19,93.75,1440,90,True
771,SRV-003,2025-09-19,100.0,1440,0,False
772,SRV-004,2025-09-19,100.0,1440,0,False
773,SRV-005,2025-09-19,95.486,1440,65,True
774,SRV-006,2025-09-19,100.0,1440,0,False
775,SRV-007,2025-09-19,100.0,1440,0,False
776,SRV-008,2025-09-19,100.0,1440,0,False
777,SRV-001,2025-09-20,100.0,1440,0,False
778,SRV-002,2025-09-20,100.0,1440,0,False
779,SRV-003,2025-09-20,100.0,1440,0,False
780,SRV-004,2025-09-20,100.0,1440,0,False
781,SRV-005,2025-09-20,100.0,1440,0,False
782,SRV-006,2025-09-20,100.0,1440,0,False
783,SRV-007,2025-09-20,100.0,1440,0,False
784,SRV-008,2025-09-20,100.0,1440,0,False
785,SRV-001,2025-09-21,98.611,1440,20,True
786,SRV-002,2025-09-21,100.0,1440,0,False
787,SRV-003,2025-09-21,100.0,1440,0,False
788,SRV-004,2025-09-21,97.014,1440,43,True
789,SRV-005,2025-09-21,100.0,1440,0,False
790,SRV-006,2025-09-21,100.0,1440,0,False
791,SRV-007,2025-09-21,100.0,1440,0,False
792,SRV-008,2025-09-21,100.0,1440,0,False
793,SRV-001,2025-09-22,100.0,1440,0,False
794,SRV-002,2025-09-22,100.0,1440,0,False
795,SRV-003,2025-09-22,100.0,1440,0,False
796,SRV-004,2025-09-22,100.0,1440,0,False
797,SRV-005,2025-09-22,100.0,1440,0,False
798,SRV-006,2025-09-22,100.0,1440,0,False
799,SRV-007,2025-09-22,100.0,1440,0,False
800,SRV-008,2025-09-22,100.0,1440,0,False
801,SRV-001,2025-09-23,100.0,1440,0,False
802,SRV-002,2025-09-23,100.0,1440,0,False
803,SRV-003,2025-09-23,100.0,1440,0,False
804,SRV-004,2025-09-23,97.153,1440,41,True
805,SRV-005,2025-09-23,100.0,1440,0,False
806,SRV-006,2025-09-23,100.0,1440,0,False
807,SRV-007,2025-09-23,100.0,1440,0,False
808,SRV-008,2025-09-23,100.0,1440,0,False
809,SRV-001,2025-09-24,96.875,1440,45,True
810,SRV-002,2025-09-24,100.0,1440,0,False
811,SRV-003,2025-09-24,100.0,1440,0,False
812,SRV-004,2025-09-24,100.0,1440,0,False
813,SRV-005,2025-09-24,100.0,1440,0,False
814,SRV-006,2025-09-24,100.0,1440,0,False
815,SRV-007,2025-09-24,95.486,1440,65,True
816,SRV-008,2025-09-24,100.0,1440,0,False
817,SRV-001,2025-09-25,100.0,1440,0,False
818,SRV-002,2025-09-25,100.0,1440,0,False
819,SRV-003,2025-09-25,100.0,1440,0,False
820,SRV-004,2025-09-25,87.778,1440,176,True
821,SRV-005,2025-09-25,96.875,1440,45,True
822,SRV-006,2025-09-25,100.0,1440,0,False
823,SRV-007,2025-09-25,100.0,1440,0,False
824,SRV-008,2025-09-25,100.0,1440,0,False
825,SRV-001,2025-09-26,100.0,1440,0,False
826,SRV-002,2025-09-26,100.0,1440,0,False
827,SRV-003,2025-09-26,100.0,1440,0,False
828,SRV-004,2025-09-26,100.0,1440,0,False
829,SRV-005,2025-09-26,99.583,1440,6,True
830,SRV-006,2025-09-26,100.0,1440,0,False
831,SRV-007,2025-09-26,100.0,1440,0,False
832,SRV-008,2025-09-26,95.139,1440,70,True
833,SRV-001,2025-09-27,90.208,1440,141,True
834,SRV-002,2025-09-27,100.0,1440,0,False
835,SRV-003,2025-09-27,100.0,1440,0,False
836,SRV-004,2025-09-27,100.0,1440,0,False
837,SRV-005,2025-09-27,100.0,1440,0,False
838,SRV-006,2025-09-27,100.0,1440,0,False
839,SRV-007,2025-09-27,100.0,1440,0,False
840,SRV-008,2025-09-27,100.0,1440,0,False
841,SRV-001,2025-09-28,100.0,1440,0,False
842,SRV-002,2025-09-28,100.0,1440,0,False
843,SRV-003,2025-09-28,100.0,1440,0,False
844,SRV-004,2025-09-28,100.0,1440,0,False
845,SRV-005,2025-09-28,100.0,1440,0,False
846,SRV-006,2025-09-28,100.0,1440,0,False
847,SRV-007,2025-09-28,84.167,1440,228,True
848,SRV-008,2025-09-28,100.0,1440,0,False
849,SRV-001,2025-09-29,91.597,1440,121,True
850,SRV-002,2025-09-29,100.0,1440,0,False
851,SRV-003,2025-09-29,100.0,1440,0,False
852,SRV-004,2025-09-29,98.958,1440,15,True
853,SRV-005,2025-09-29,100.0,1440,0,False
854,SRV-006,2025-09-29,100.0,1440,0,False
855,SRV-007,2025-09-29,83.819,1440,233,True
856,SRV-008,2025-09-29,100.0,1440,0,False
857,SRV-001,2025-09-30,96.667,1440,48,True
858,SRV-002,2025-09-30,94.306,1440,82,True
859,SRV-003,2025-09-30,100.0,1440,0,False
860,SRV-004,2025-09-30,97.361,1440,38,True
861,SRV-005,2025-09-30,100.0,1440,0,False
862,SRV-006,2025-09-30,97.708,1440,33,True
863,SRV-007,2025-09-30,100.0,1440,0,False
864,SRV-008,2025-09-30,90.417,1440,138,True
865,SRV-001,2025-10-01,100.0,1440,0,False
866,SRV-002,2025-10-01,100.0,1440,0,False
867,SRV-003,2025-10-01,100.0,1440,0,False
868,SRV-004,2025-10-01,100.0,1440,0,False
869,SRV-005,2025-10-01,100.0,1440,0,False
870,SRV-006,2025-10-01,98.75,1440,18,True
871,SRV-007,2025-10-01,100.0,1440,0,False
872,SRV-008,2025-10-01,100.0,1440,0,False
873,SRV-001,2025-10-02,100.0,1440,0,False
874,SRV-002,2025-10-02,100.0,1440,0,False
875,SRV-003,2025-10-02,100.0,1440,0,False
876,SRV-004,2025-10-02,100.0,1440,0,False
877,SRV-005,2025-10-02,100.0,1440,0,False
878,SRV-006,2025-10-02,100.0,1440,0,False
879,SRV-007,2025-10-02,100.0,1440,0,False
880,SRV-008,2025-10-02,100.0,1440,0,False
881,SRV-001,2025-10-03,100.0,1440,0,False
882,SRV-002,2025-10-03,100.0,1440,0,False
883,SRV-003,2025-10-03,100.0,1440,0,False
884,SRV-004,2025-10-03,100.0,1440,0,False
885,SRV-005,2025-10-03,100.0,1440,0,False
886,SRV-006,2025-10-03,100.0,1440,0,False
887,SRV-007,2025-10-03,100.0,1440,0,False
888,SRV-008,2025-10-03,100.0,1440,0,False
889,SRV-001,2025-10-04,100.0,1440,0,False
890,SRV-002,2025-10-04,100.0,1440,0,False
891,SRV-003,2025-10-04,100.0,1440,0,False
892,SRV-004,2025-10-04,100.0,1440,0,False
893,SRV-005,2025-10-04,100.0,1440,0,False
894,SRV-006,2025-10-04,97.847,1440,31,True
895,SRV-007,2025-10-04,100.0,1440,0,False
896,SRV-008,2025-10-04,100.0,1440,0,False
897,SRV-001,2025-10-05,100.0,1440,0,False
898,SRV-002,2025-10-05,100.0,1440,0,False
899,SRV-003,2025-10-05,100.0,1440,0,False
900,SRV-004,2025-10-05,97.222,1440,40,True
901,SRV-005,2025-10-05,100.0,1440,0,False
902,SRV-006,2025-10-05,100.0,1440,0,False
903,SRV-007,2025-10-05,100.0,1440,0,False
904,SRV-008,2025-10-05,100.0,1440,0,False
905,SRV-001,2025-10-06,100.0,1440,0,False
906,SRV-002,2025-10-06,100.0,1440,0,False
907,SRV-003,2025-10-06,100.0,1440,0,False
908,SRV-004,2025-10-06,99.028,1440,14,True
909,SRV-005,2025-10-06,100.0,1440,0,False
910,SRV-006,2025-10-06,100.0,1440,0,False
911,SRV-007,2025-10-06,100.0,1440,0,False
912,SRV-008,2025-10-06,100.0,1440,0,False
913,SRV-001,2025-10-07,89.444,1440,152,True
914,SRV-002,2025-10-07,97.014,1440,43,True
915,SRV-003,2025-10-07,100.0,1440,0,False
916,SRV-004,2025-10-07,100.0,1440,0,False
917,SRV-005,2025-10-07,100.0,1440,0,False
918,SRV-006,2025-10-07,100.0,1440,0,False
919,SRV-007,2025-10-07,100.0,1440,0,False
920,SRV-008,2025-10-07,95.139,1440,70,True
921,SRV-001,2025-10-08,100.0,1440,0,False
922,SRV-002,2025-10-08,100.0,1440,0,False
923,SRV-003,2025-10-08,100.0,1440,0,False
924,SRV-004,2025-10-08,100.0,1440,0,False
925,SRV-005,2025-10-08,100.0,1440,0,False
926,SRV-006,2025-10-08,100.0,1440,0,False
927,SRV-007,2025-10-08,100.0,1440,0,False
928,SRV-008,2025-10-08,100.0,1440,0,False
929,SRV-001,2025-10-09,100.0,1440,0,False
930,SRV-002,2025-10-09,100.0,1440,0,False
931,SRV-003,2025-10-09,100.0,1440,0,False
932,SRV-004,2025-10-09,100.0,1440,0,False
933,SRV-005,2025-10-09,100.0,1440,0,False
934,SRV-006,2025-10-09,86.667,1440,192,True
935,SRV-007,2025-10-09,100.0,1440,0,False
936,SRV-008,2025-10-09,96.528,1440,50,True
937,SRV-001,2025-10-10,100.0,1440,0,False
938,SRV-002,2025-10-10,100.0,1440,0,False
939,SRV-003,2025-10-10,100.0,1440,0,False
940,SRV-004,2025-10-10,100.0,1440,0,False
941,SRV-005,2025-10-10,94.514,1440,79,True
942,SRV-006,2025-10-10,100.0,1440,0,False
943,SRV-007,2025-10-10,100.0,1440,0,False
944,SRV-008,2025-10-10,100.0,1440,0,False
945,SRV-001,2025-10-11,100.0,1440,0,False
946,SRV-002,2025-10-11,100.0,1440,0,False
947,SRV-003,2025-10-11,97.431,1440,37,True
948,SRV-004,2025-10-11,100.0,1440,0,False
949,SRV-005,2025-10-11,100.0,1440,0,False
950,SRV-006,2025-10-11,100.0,1440,0,False
951,SRV-007,2025-10-11,100.0,1440,0,False
952,SRV-008,2025-10-11,100.0,1440,0,False
953,SRV-001,2025-10-12,100.0,1440,0,False
954,SRV-002,2025-10-12,94.931,1440,73,True
955,SRV-003,2025-10-12,100.0,1440,0,False
956,SRV-004,2025-10-12,100.0,1440,0,False
957,SRV-005,2025-10-12,100.0,1440,0,False
958,SRV-006,2025-10-12,100.0,1440,0,False
959,SRV-007,2025-10-12,100.0,1440,0,False
960,SRV-008,2025-10-12,100.0,1440,0,False
961,SRV-001,2025-10-13,100.0,1440,0,False
962,SRV-002,2025-10-13,100.0,1440,0,False
963,SRV-003,2025-10-13,100.0,1440,0,False
964,SRV-004,2025-10-13,100.0,1440,0,False
965,SRV-005,2025-10-13,100.0,1440,0,False
966,SRV-006,2025-10-13,100.0,1440,0,False
967,SRV-007,2025-10-13,100.0,1440,0,False
968,SRV-008,2025-10-13,100.0,1440,0,False
969,SRV-001,2025-10-14,100.0,1440,0,False
970,SRV-002,2025-10-14,100.0,1440,0,False
971,SRV-003,2025-10-14,100.0,1440,0,False
972,SRV-004,2025-10-14,100.0,1440,0,False
973,SRV-005,2025-10-14,100.0,1440,0,False
974,SRV-006,2025-10-14,100.0,1440,0,False
975,SRV-007,2025-10-14,92.014,1440,115,True
976,SRV-008,2025-10-14,100.0,1440,0,False
977,SRV-001,2025-10-15,100.0,1440,0,False
978,SRV-002,2025-10-15,100.0,1440,0,False
979,SRV-003,2025-10-15,100.0,1440,0,False
980,SRV-004,2025-10-15,100.0,1440,0,False
981,SRV-005,2025-10-15,100.0,1440,0,False
982,SRV-006,2025-10-15,100.0,1440,0,False
983,SRV-007,2025-10-15,100.0,1440,0,False
984,SRV-008,2025-10-15,100.0,1440,0,False
985,SRV-001,2025-10-16,100.0,1440,0,False
986,SRV-002,2025-10-16,99.167,1440,12,True
987,SRV-003,2025-10-16,92.847,1440,103,True
988,SRV-004,2025-10-16,100.0,1440,0,False
989,SRV-005,2025-10-16,100.0,1440,0,False
990,SRV-006,2025-10-16,100.0,1440,0,False
991,SRV-007,2025-10-16,100.0,1440,0,False
992,SRV-008,2025-10-16,100.0,1440,0,False
993,SRV-001,2025-10-17,100.0,1440,0,False
994,SRV-002,2025-10-17,100.0,1440,0,False
995,SRV-003,2025-10-17,96.944,1440,44,True
996,SRV-004,2025-10-17,100.0,1440,0,False
997,SRV-005,2025-10-17,98.542,1440,21,True
998,SRV-006,2025-10-17,100.0,1440,0,False
999,SRV-007,2025-10-17,100.0,1440,0,False
1000,SRV-008,2025-10-17,100.0,1440,0,False
1001,SRV-001,2025-10-18,100.0,1440,0,False
1002,SRV-002,2025-10-18,100.0,1440,0,False
1003,SRV-003,2025-10-18,100.0,1440,0,False
1004,SRV-004,2025-10-18,100.0,1440,0,False
1005,SRV-005,2025-10-18,100.0,1440,0,False
1006,SRV-006,2025-10-18,100.0,1440,0,False
1007,SRV-007,2025-10-18,100.0,1440,0,False
1008,SRV-008,2025-10-18,100.0,1440,0,False
1009,SRV-001,2025-10-19,97.292,1440,39,True
1010,SRV-002,2025-10-19,100.0,1440,0,False
1011,SRV-003,2025-10-19,100.0,1440,0,False
1012,SRV-004,2025-10-19,100.0,1440,0,False
1013,SRV-005,2025-10-19,87.361,1440,182,True
1014,SRV-006,2025-10-19,100.0,1440,0,False
1015,SRV-007,2025-10-19,100.0,1440,0,False
1016,SRV-008,2025-10-19,100.0,1440,0,False
1017,SRV-001,2025-10-20,100.0,1440,0,False
1018,SRV-002,2025-10-20,100.0,1440,0,False
1019,SRV-003,2025-10-20,100.0,1440,0,False
1020,SRV-004,2025-10-20,100.0,1440,0,False
1021,SRV-005,2025-10-20,100.0,1440,0,False
1022,SRV-006,2025-10-20,100.0,1440,0,False
1023,SRV-007,2025-10-20,100.0,1440,0,False
1024,SRV-008,2025-10-20,100.0,1440,0,False
1025,SRV-001,2025-10-21,100.0,1440,0,False
1026,SRV-002,2025-10-21,100.0,1440,0,False
1027,SRV-003,2025-10-21,100.0,1440,0,False
1028,SRV-004,2025-10-21,100.0,1440,0,False
1029,SRV-005,2025-10-21,100.0,1440,0,False
1030,SRV-006,2025-10-21,89.028,1440,158,True
1031,SRV-007,2025-10-21,100.0,1440,0,False
1032,SRV-008,2025-10-21,100.0,1440,0,False
1033,SRV-001,2025-10-22,100.0,1440,0,False
1034,SRV-002,2025-10-22,100.0,1440,0,False
1035,SRV-003,2025-10-22,100.0,1440,0,False
1036,SRV-004,2025-10-22,100.0,1440,0,False
1037,SRV-005,2025-10-22,91.944,1440,116,True
1038,SRV-006,2025-10-22,100.0,1440,0,False
1039,SRV-007,2025-10-22,100.0,1440,0,False
1040,SRV-008,2025-10-22,100.0,1440,0,False
1041,SRV-001,2025-10-23,100.0,1440,0,False
1042,SRV-002,2025-10-23,100.0,1440,0,False
1043,SRV-003,2025-10-23,100.0,1440,0,False
1044,SRV-004,2025-10-23,100.0,1440,0,False
1045,SRV-005,2025-10-23,100.0,1440,0,False
1046,SRV-006,2025-10-23,100.0,1440,0,False
1047,SRV-007,2025-10-23,100.0,1440,0,False
1048,SRV-008,2025-10-23,100.0,1440,0,False
1049,SRV-001,2025-10-24,100.0,1440,0,False
1050,SRV-002,2025-10-24,100.0,1440,0,False
1051,SRV-003,2025-10-24,100.0,1440,0,False
1052,SRV-004,2025-10-24,100.0,1440,0,False
1053,SRV-005,2025-10-24,100.0,1440,0,False
1054,SRV-006,2025-10-24,100.0,1440,0,False
1055,SRV-007,2025-10-24,100.0,1440,0,False
1056,SRV-008,2025-10-24,100.0,1440,0,False
1057,SRV-001,2025-10-25,100.0,1440,0,False
1058,SRV-002,2025-10-25,100.0,1440,0,False
1059,SRV-003,2025-10-25,100.0,1440,0,False
1060,SRV-004,2025-10-25,100.0,1440,0,False
1061,SRV-005,2025-10-25,100.0,1440,0,False
1062,SRV-006,2025-10-25,100.0,1440,0,False
1063,SRV-007,2025-10-25,100.0,1440,0,False
1064,SRV-008,2025-10-25,100.0,1440,0,False
1065,SRV-001,2025-10-26,100.0,1440,0,False
1066,SRV-002,2025-10-26,100.0,1440,0,False
1067,SRV-003,2025-10-26,87.708,1440,177,True
1068,SRV-004,2025-10-26,100.0,1440,0,False
1069,SRV-005,2025-10-26,100.0,1440,0,False
