capacity_id,service_id,date,cpu_utilization_pct,memory_utilization_pct,storage_utilization_pct,active_connections,request_volume
426,SRV-002,2025-08-07,43.0,42.67,35.28,6000,79997
427,SRV-003,2025-08-07,40.08,54.89,35.49,4350,76494
428,SRV-004,2025-08-07,20.51,24.65,31.97,1079,19128
429,SRV-005,2025-08-07,43.13,45.37,30.81,6312,98443
430,SRV-006,2025-08-07,26.73,29.34,31.22,1229,22171
431,SRV-007,2025-08-07,19.68,26.24,36.13,1080,11347
432,SRV-008,2025-08-07,54.71,42.61,31.92,4343,60450
433,SRV-001,2025-08-08,34.19,31.15,34.88,1045,14166
434,SRV-002,2025-08-08,41.09,53.77,35.26,4378,84179
435,SRV-003,2025-08-08,49.18,44.57,35.73,5778,63399
436,SRV-004,2025-08-08,28.94,32.81,32.87,1240,14182
437,SRV-005,2025-08-08,43.19,48.86,31.56,6276,83491
438,SRV-006,2025-08-08,22.98,29.17,30.69,908,13426
439,SRV-007,2025-08-08,22.12,27.07,34.24,1077,15139
440,SRV-008,2025-08-08,39.88,51.43,30.55,4919,71865
441,SRV-001,2025-08-09,21.04,25.25,31.02,473,2521
442,SRV-002,2025-08-09,50.81,48.64,36.31,2464,16535
443,SRV-003,2025-08-09,41.17,53.09,35.21,2741,25172
444,SRV-004,2025-08-09,27.81,25.99,30.02,452,2956
445,SRV-005,2025-08-09,49.21,52.81,33.86,2883,19134
446,SRV-006,2025-08-09,17.55,24.91,30.95,505,4431
447,SRV-007,2025-08-09,31.59,31.72,33.34,415,3352
448,SRV-008,2025-08-09,41.43,55.77,31.83,2847,23908
449,SRV-001,2025-08-10,35.27,32.69,36.71,642,5080
450,SRV-002,2025-08-10,47.79,55.62,35.9,1696,16121
451,SRV-003,2025-08-10,38.17,51.94,37.21,1795,11507
452,SRV-004,2025-08-10,24.46,29.88,33.61,534,3754
453,SRV-005,2025-08-10,41.52,45.18,30.7,2467,22737
454,SRV-006,2025-08-10,24.43,25.69,35.74,356,1800
455,SRV-007,2025-08-10,19.2,34.92,34.58,631,3583
456,SRV-008,2025-08-10,52.94,54.95,35.62,2658,25653
457,SRV-001,2025-08-11,25.39,27.99,35.69,1015,12441
458,SRV-002,2025-08-11,37.43,50.04,34.83,5733,72766
459,SRV-003,2025-08-11,49.61,43.97,30.58,5349,73205
460,SRV-004,2025-08-11,35.5,22.78,35.01,1074,19969
461,SRV-005,2025-08-11,43.39,50.91,33.76,5585,69546
462,SRV-006,2025-08-11,29.58,31.66,34.75,1081,17075
463,SRV-007,2025-08-11,34.36,29.64,30.01,1044,19899
464,SRV-008,2025-08-11,44.15,48.13,36.73,4878,56951
465,SRV-001,2025-08-12,28.31,26.26,35.53,965,15722
466,SRV-002,2025-08-12,48.98,52.69,31.94,5820,59788
467,SRV-003,2025-08-12,39.91,43.83,35.27,4771,77089
468,SRV-004,2025-08-12,21.16,32.4,33.76,1223,21267
469,SRV-005,2025-08-12,45.05,45.62,35.47,4769,56312
470,SRV-006,2025-08-12,16.88,36.29,36.6,1101,20057
471,SRV-007,2025-08-12,31.53,28.03,32.89,1142,19710
472,SRV-008,2025-08-12,48.42,54.73,29.78,4740,86245
473,SRV-001,2025-08-13,25.12,28.2,32.6,1228,23607
474,SRV-002,2025-08-13,50.64,48.07,31.32,5310,76184
475,SRV-003,2025-08-13,53.01,48.05,31.76,5321,104071
476,SRV-004,2025-08-13,26.5,26.4,35.23,1090,18007
477,SRV-005,2025-08-13,42.44,54.33,31.31,5431,79352
478,SRV-006,2025-08-13,21.18,31.75,35.4,1075,18035
479,SRV-007,2025-08-13,22.86,22.15,30.45,893,12602
480,SRV-008,2025-08-13,51.15,48.02,34.91,4778,49406
481,SRV-001,2025-08-14,17.43,30.53,36.2,944,15098
482,SRV-002,2025-08-14,55.95,43.32,33.58,4965,87575
483,SRV-003,2025-08-14,53.7,45.74,30.75,4656,60275
484,SRV-004,2025-08-14,17.84,28.46,36.96,1181,19985
485,SRV-005,2025-08-14,53.07,46.86,35.47,4858,51610
486,SRV-006,2025-08-14,36.03,25.26,35.36,919,9827
487,SRV-007,2025-08-14,20.6,27.87,34.89,910,14019
488,SRV-008,2025-08-14,49.57,44.17,32.81,4776,49424
489,SRV-001,2025-08-15,30.41,32.73,29.42,1041,17206
490,SRV-002,2025-08-15,37.36,47.66,30.26,4846,67423
491,SRV-003,2025-08-15,50.76,53.37,32.55,5000,86388
492,SRV-004,2025-08-15,17.85,25.2,32.87,1153,20521
493,SRV-005,2025-08-15,47.5,56.89,31.68,4812,50775
494,SRV-006,2025-08-15,29.54,27.48,36.37,1010,18595
495,SRV-007,2025-08-15,22.21,24.81,33.99,1270,21091
496,SRV-008,2025-08-15,44.88,43.94,34.38,5231,98615
497,SRV-001,2025-08-16,19.94,21.97,29.9,633,3919
498,SRV-002,2025-08-16,53.08,52.15,33.16,3111,28182
499,SRV-003,2025-08-16,38.47,48.63,32.72,2784,19564
500,SRV-004,2025-08-16,29.05,29.06,36.03,588,4517
501,SRV-005,2025-08-16,42.45,44.21,35.24,2388,12167
502,SRV-006,2025-08-16,28.89,25.55,34.83,327,2669
503,SRV-007,2025-08-16,32.94,23.36,34.56,592,3149
504,SRV-008,2025-08-16,40.19,52.2,34.49,1710,10282
505,SRV-001,2025-08-17,32.79,32.41,32.42,354,2980
506,SRV-002,2025-08-17,43.91,57.25,31.35,1665,9768
507,SRV-003,2025-08-17,42.18,53.28,30.45,2142,12477
508,SRV-004,2025-08-17,27.63,23.24,35.03,514,3536
509,SRV-005,2025-08-17,54.44,43.29,29.44,3023,25797
510,SRV-006,2025-08-17,21.95,32.0,35.46,471,2653
511,SRV-007,2025-08-17,21.33,27.9,31.05,368,3112
512,SRV-008,2025-08-17,51.9,52.05,30.53,2914,18958
513,SRV-001,2025-08-18,27.29,24.3,36.61,1258,20366
514,SRV-002,2025-08-18,57.72,50.97,33.48,5644,68185
515,SRV-003,2025-08-18,38.94,44.13,35.17,6068,90869
516,SRV-004,2025-08-18,34.38,21.97,31.94,924,11562
517,SRV-005,2025-08-18,55.39,49.71,30.67,4370,67182
518,SRV-006,2025-08-18,16.51,28.88,29.89,935,13509
519,SRV-007,2025-08-18,24.65,32.79,36.18,948,10524
520,SRV-008,2025-08-18,41.71,48.4,30.87,6066,65120
521,SRV-001,2025-08-19,17.35,28.12,31.42,1109,13064
522,SRV-002,2025-08-19,46.35,45.38,32.16,4788,63962
523,SRV-003,2025-08-19,48.02,46.07,30.02,5134,72811
524,SRV-004,2025-08-19,20.81,26.19,31.21,1196,23355
525,SRV-005,2025-08-19,49.61,51.72,31.89,5191,78995
526,SRV-006,2025-08-19,20.82,28.96,33.47,865,12353
527,SRV-007,2025-08-19,21.45,28.39,31.8,1258,24483
528,SRV-008,2025-08-19,56.03,49.71,30.61,6440,111635
529,SRV-001,2025-08-20,24.72,27.42,35.47,1143,12550
530,SRV-002,2025-08-20,39.05,53.99,34.65,5101,62130
531,SRV-003,2025-08-20,41.95,57.43,29.74,5628,65386
532,SRV-004,2025-08-20,27.58,30.21,36.59,1043,11875
533,SRV-005,2025-08-20,41.42,56.14,34.43,5776,57838
534,SRV-006,2025-08-20,24.0,31.99,33.67,978,17143
535,SRV-007,2025-08-20,28.61,30.33,31.49,1146,18570
536,SRV-008,2025-08-20,55.78,50.13,35.97,4980,52367
537,SRV-001,2025-08-21,25.41,22.0,32.22,1117,19043
538,SRV-002,2025-08-21,52.97,44.89,32.22,5396,88982
539,SRV-003,2025-08-21,52.83,56.19,35.0,5889,103698
540,SRV-004,2025-08-21,34.02,28.87,32.55,865,11874
541,SRV-005,2025-08-21,47.35,55.06,33.03,5357,97785
542,SRV-006,2025-08-21,25.56,27.42,34.99,1159,22925
543,SRV-007,2025-08-21,20.27,35.14,30.87,1028,12118
544,SRV-008,2025-08-21,39.67,46.0,31.13,4632,53291
545,SRV-001,2025-08-22,35.01,21.54,32.36,1124,21712
546,SRV-002,2025-08-22,45.76,53.72,29.92,4636,47381
547,SRV-003,2025-08-22,54.58,51.04,32.51,5529,91546
548,SRV-004,2025-08-22,26.15,31.77,33.86,1092,15921
549,SRV-005,2025-08-22,55.47,47.42,35.41,4732,64918
550,SRV-006,2025-08-22,32.94,23.51,31.54,1243,20119
551,SRV-007,2025-08-22,26.63,23.89,30.62,1133,21580
552,SRV-008,2025-08-22,41.1,44.98,37.11,5518,79508
553,SRV-001,2025-08-23,20.2,31.98,34.3,625,3587
554,SRV-002,2025-08-23,56.83,50.61,30.59,1626,15699
555,SRV-003,2025-08-23,56.79,57.1,31.21,3164,24460
556,SRV-004,2025-08-23,29.15,25.94,36.08,626,5490
557,SRV-005,2025-08-23,51.53,55.58,35.49,3113,20836
558,SRV-006,2025-08-23,25.47,21.71,34.08,349,1788
559,SRV-007,2025-08-23,20.7,26.98,32.23,513,3065
560,SRV-008,2025-08-23,53.07,54.25,31.2,1724,15942
561,SRV-001,2025-08-24,35.49,36.31,32.77,477,3823
562,SRV-002,2025-08-24,38.54,52.72,32.6,2729,19480
563,SRV-003,2025-08-24,37.46,47.67,31.82,2288,17858
564,SRV-004,2025-08-24,33.73,32.34,32.37,453,2635
565,SRV-005,2025-08-24,55.72,54.04,32.97,2943,23513
566,SRV-006,2025-08-24,21.98,35.97,33.05,418,4040
567,SRV-007,2025-08-24,23.79,21.69,34.38,406,2385
568,SRV-008,2025-08-24,48.7,56.35,31.15,2909,18755
569,SRV-001,2025-08-25,32.65,26.02,33.89,1057,18390
570,SRV-002,2025-08-25,52.78,44.51,31.57,5539,90649
571,SRV-003,2025-08-25,50.12,46.34,30.6,6075,99920
572,SRV-004,2025-08-25,31.12,28.42,36.03,1082,14734
573,SRV-005,2025-08-25,46.09,46.53,34.58,6300,114551
574,SRV-006,2025-08-25,30.76,21.64,31.46,1089,12481
575,SRV-007,2025-08-25,30.03,26.82,30.12,999,16346
576,SRV-008,2025-08-25,39.1,47.89,34.82,4478,53459
577,SRV-001,2025-08-26,31.6,30.61,31.12,989,13017
578,SRV-002,2025-08-26,53.95,47.39,35.1,5073,77841
579,SRV-003,2025-08-26,40.04,44.49,31.59,5858,82714
580,SRV-004,2025-08-26,19.8,25.19,33.83,1219,21882
581,SRV-005,2025-08-26,51.29,57.09,35.79,5763,98101
582,SRV-006,2025-08-26,24.79,35.54,30.98,913,9288
583,SRV-007,2025-08-26,29.9,23.43,32.71,1259,19176
584,SRV-008,2025-08-26,41.6,48.12,35.58,4571,51593
585,SRV-001,2025-08-27,30.12,26.31,31.5,1273,18137
586,SRV-002,2025-08-27,40.06,43.46,33.51,5205,62270
587,SRV-003,2025-08-27,49.85,50.76,32.52,6057,63191
588,SRV-004,2025-08-27,16.25,22.75,30.43,1094,17368
589,SRV-005,2025-08-27,50.33,42.6,30.46,5756,73525
590,SRV-006,2025-08-27,23.31,34.41,35.36,1111,16719
591,SRV-007,2025-08-27,32.25,32.52,32.98,1132,22235
592,SRV-008,2025-08-27,51.96,42.17,34.48,6122,117571
593,SRV-001,2025-08-28,25.98,32.32,31.52,1148,12712
594,SRV-002,2025-08-28,57.56,49.66,33.8,5168,91029
595,SRV-003,2025-08-28,46.42,50.16,33.05,4970,64027
596,SRV-004,2025-08-28,18.02,29.13,32.76,1050,18229
597,SRV-005,2025-08-28,54.52,46.42,32.88,6372,90989
598,SRV-006,2025-08-28,34.38,33.89,36.8,1017,10300
599,SRV-007,2025-08-28,29.78,27.62,33.67,1142,12781
600,SRV-008,2025-08-28,51.13,57.17,34.86,6107,71373
601,SRV-001,2025-08-29,20.07,24.37,35.54,1014,12501
602,SRV-002,2025-08-29,47.26,54.04,35.07,5482,96280
603,SRV-003,2025-08-29,56.75,48.58,34.83,6325,125710
604,SRV-004,2025-08-29,19.16,28.33,30.67,1055,12985
605,SRV-005,2025-08-29,38.7,54.56,36.14,5384,55280
606,SRV-006,2025-08-29,28.03,26.08,31.53,1098,19326
607,SRV-007,2025-08-29,26.73,29.04,33.26,978,14649
608,SRV-008,2025-08-29,48.26,54.85,33.59,4278,75462
609,SRV-001,2025-08-30,34.2,23.78,33.54,600,4327
610,SRV-002,2025-08-30,40.19,51.76,34.7,2944,17136
611,SRV-003,2025-08-30,43.54,48.41,35.06,2487,18535
612,SRV-004,2025-08-30,27.03,28.6,33.8,368,1942
613,SRV-005,2025-08-30,48.84,47.94,34.25,2783,17872
614,SRV-006,2025-08-30,27.66,22.98,31.84,565,4474
615,SRV-007,2025-08-30,28.92,27.47,33.12,639,4511
616,SRV-008,2025-08-30,41.57,45.42,31.45,1696,14314
617,SRV-001,2025-08-31,18.78,24.42,34.01,334,2768
618,SRV-002,2025-08-31,47.57,48.88,29.85,2329,11903
619,SRV-003,2025-08-31,48.51,47.21,30.26,2350,19867
620,SRV-004,2025-08-31,25.9,33.38,34.12,366,2378
621,SRV-005,2025-08-31,42.19,53.08,37.18,1740,16097
622,SRV-006,2025-08-31,21.27,25.67,33.47,567,4605
623,SRV-007,2025-08-31,30.92,30.63,34.49,411,3219
624,SRV-008,2025-08-31,45.99,47.97,30.37,2903,21839
625,SRV-001,2025-09-01,29.83,26.65,33.24,970,14699
626,SRV-002,2025-09-01,49.96,57.73,35.4,5537,65698
627,SRV-003,2025-09-01,51.81,56.41,37.27,4943,80962
628,SRV-004,2025-09-01,34.23,36.32,37.8,1209,12813
629,SRV-005,2025-09-01,47.13,46.85,35.39,5929,109337
630,SRV-006,2025-09-01,33.9,35.78,34.98,1234,15633
631,SRV-007,2025-09-01,19.76,32.23,31.97,964,11085
632,SRV-008,2025-09-01,53.41,47.43,33.25,6351,90312
633,SRV-001,2025-09-02,21.33,26.95,31.63,1243,15882
634,SRV-002,2025-09-02,51.61,44.82,35.85,6082,64185
635,SRV-003,2025-09-02,45.83,49.59,31.86,6582,124845
636,SRV-004,2025-09-02,34.72,28.46,36.89,1251,15462
637,SRV-005,2025-09-02,48.78,46.05,35.48,5647,100240
638,SRV-006,2025-09-02,26.76,23.64,34.94,1210,15892
639,SRV-007,2025-09-02,31.94,34.84,36.51,1303,15870
640,SRV-008,2025-09-02,41.94,47.11,32.85,6106,64474
641,SRV-001,2025-09-03,30.83,23.99,34.58,1081,13473
642,SRV-002,2025-09-03,53.75,45.62,33.63,5098,66690
643,SRV-003,2025-09-03,57.05,44.96,36.14,6150,64862
644,SRV-004,2025-09-03,30.73,26.67,34.14,1177,20016
645,SRV-005,2025-09-03,53.27,53.16,33.08,5442,54848
646,SRV-006,2025-09-03,35.9,36.71,33.64,1312,23047
647,SRV-007,2025-09-03,33.75,24.35,33.41,999,18104
648,SRV-008,2025-09-03,54.73,48.55,31.52,6107,91097
649,SRV-001,2025-09-04,35.61,27.6,34.08,1289,14184
650,SRV-002,2025-09-04,43.0,44.13,33.03,5838,90356
651,SRV-003,2025-09-04,52.09,55.01,34.88,4715,68056
652,SRV-004,2025-09-04,17.03,25.46,33.09,1131,12563
653,SRV-005,2025-09-04,52.27,54.89,34.79,4579,72989
654,SRV-006,2025-09-04,35.48,28.89,36.65,925,10854
655,SRV-007,2025-09-04,23.46,26.62,31.46,1037,14450
656,SRV-008,2025-09-04,55.0,52.27,30.62,4380,68263
657,SRV-001,2025-09-05,21.51,23.75,34.14,992,18370
658,SRV-002,2025-09-05,49.88,51.84,30.93,6288,73577
659,SRV-003,2025-09-05,39.04,52.12,36.23,6407,117072
660,SRV-004,2025-09-05,21.28,25.29,37.31,1226,15523
661,SRV-005,2025-09-05,46.83,51.19,32.59,4895,89289
662,SRV-006,2025-09-05,20.86,25.3,36.66,895,17686
663,SRV-007,2025-09-05,25.5,25.58,34.3,1137,12344
664,SRV-008,2025-09-05,55.95,58.58,33.43,4814,66601
665,SRV-001,2025-09-06,28.65,23.23,34.46,342,3302
666,SRV-002,2025-09-06,45.62,53.07,35.34,2941,25139
667,SRV-003,2025-09-06,39.45,52.45,33.92,3288,27475
668,SRV-004,2025-09-06,34.2,22.32,31.29,374,2791
669,SRV-005,2025-09-06,47.58,44.96,35.38,2322,14633
670,SRV-006,2025-09-06,36.15,29.46,37.18,414,2816
671,SRV-007,2025-09-06,34.77,26.09,36.38,627,4755
672,SRV-008,2025-09-06,41.75,54.93,34.02,3177,24711
673,SRV-001,2025-09-07,30.04,29.48,32.78,352,2082
674,SRV-002,2025-09-07,41.8,50.98,31.46,3093,23118
675,SRV-003,2025-09-07,58.24,52.3,33.8,1813,15589
676,SRV-004,2025-09-07,23.37,24.78,32.06,588,5144
677,SRV-005,2025-09-07,50.64,54.87,32.77,3324,16688
678,SRV-006,2025-09-07,20.73,36.46,32.9,497,2719
679,SRV-007,2025-09-07,22.28,36.71,31.25,444,4282
680,SRV-008,2025-09-07,44.13,43.42,33.21,2731,20207
681,SRV-001,2025-09-08,22.34,32.31,33.24,897,14552
682,SRV-002,2025-09-08,57.44,58.92,36.96,6081,68673
683,SRV-003,2025-09-08,55.5,49.28,36.94,6101,94392
684,SRV-004,2025-09-08,18.77,26.23,32.56,1214,16982
685,SRV-005,2025-09-08,41.61,48.58,32.65,5618,109800
686,SRV-006,2025-09-08,22.36,33.75,35.23,1249,23777
687,SRV-007,2025-09-08,24.11,23.85,33.46,964,13934
688,SRV-008,2025-09-08,43.7,52.75,31.13,5248,71805
689,SRV-001,2025-09-09,29.04,23.17,33.73,1273,21341
690,SRV-002,2025-09-09,53.23,58.41,34.66,5817,63054
691,SRV-003,2025-09-09,40.11,55.99,32.75,6494,109379
692,SRV-004,2025-09-09,21.53,28.37,34.32,1100,21090
693,SRV-005,2025-09-09,48.85,50.28,33.98,5934,107573
694,SRV-006,2025-09-09,28.34,33.56,30.55,1185,17335
695,SRV-007,2025-09-09,34.0,23.36,34.13,1197,15727
696,SRV-008,2025-09-09,54.28,51.4,36.76,5167,99108
697,SRV-001,2025-09-10,21.39,23.89,38.13,1001,16750
698,SRV-002,2025-09-10,38.8,49.8,30.67,5768,84222
699,SRV-003,2025-09-10,51.53,54.96,35.61,4993,90529
700,SRV-004,2025-09-10,30.75,36.87,35.64,1230,13377
701,SRV-005,2025-09-10,41.54,55.3,34.92,4674,47993
702,SRV-006,2025-09-10,19.68,25.85,36.56,1244,19139
703,SRV-007,2025-09-10,31.7,23.85,32.91,901,17140
704,SRV-008,2025-09-10,48.08,51.97,31.27,5410,67226
705,SRV-001,2025-09-11,33.14,27.82,32.67,906,16739
706,SRV-002,2025-09-11,46.75,51.3,34.63,5931,118562
707,SRV-003,2025-09-11,45.48,50.5,34.94,6235,118781
708,SRV-004,2025-09-11,21.88,23.71,31.49,1146,17800
709,SRV-005,2025-09-11,51.01,56.76,31.1,5644,92910
710,SRV-006,2025-09-11,25.46,24.59,35.69,1073,15430
711,SRV-007,2025-09-11,28.56,32.54,37.17,1244,21337
712,SRV-008,2025-09-11,56.19,54.81,33.38,5259,102087
713,SRV-001,2025-09-12,24.19,29.56,37.77,950,11468
714,SRV-002,2025-09-12,40.78,51.81,32.26,4750,70878
715,SRV-003,2025-09-12,58.17,52.25,32.87,5663,113218
716,SRV-004,2025-09-12,21.85,32.19,31.67,1237,18598
717,SRV-005,2025-09-12,46.09,46.59,32.84,5679,84410
718,SRV-006,2025-09-12,33.09,34.53,36.98,1145,21712
719,SRV-007,2025-09-12,34.7,31.84,32.07,911,17730
720,SRV-008,2025-09-12,58.57,56.19,38.06,6163,99203
721,SRV-001,2025-09-13,19.27,31.22,34.9,389,2174
722,SRV-002,2025-09-13,45.13,54.18,35.13,2834,21232
723,SRV-003,2025-09-13,42.58,50.51,37.1,1873,11255
724,SRV-004,2025-09-13,32.75,23.05,37.39,494,3178
725,SRV-005,2025-09-13,43.13,53.89,33.01,2615,16284
726,SRV-006,2025-09-13,27.7,34.44,32.12,473,4536
727,SRV-007,2025-09-13,36.31,30.59,36.19,649,4681
728,SRV-008,2025-09-13,53.6,52.54,31.67,2220,15558
729,SRV-001,2025-09-14,25.81,28.56,31.45,638,3671
730,SRV-002,2025-09-14,58.33,58.95,36.43,3079,30369
731,SRV-003,2025-09-14,56.12,54.34,36.67,2802,18404
732,SRV-004,2025-09-14,33.15,35.52,34.69,371,2604
733,SRV-005,2025-09-14,56.7,53.8,35.29,2376,15981
734,SRV-006,2025-09-14,30.15,34.35,37.43,360,2767
735,SRV-007,2025-09-14,31.05,35.28,34.15,500,3034
736,SRV-008,2025-09-14,44.87,49.19,35.17,1674,15821
737,SRV-001,2025-09-15,22.02,34.79,32.9,1058,15925
738,SRV-002,2025-09-15,55.99,48.57,34.67,4689,82365
739,SRV-003,2025-09-15,48.63,53.83,31.53,5222,64549
740,SRV-004,2025-09-15,28.73,33.34,37.71,1177,21709
741,SRV-005,2025-09-15,43.95,53.34,35.93,5526,62994
742,SRV-006,2025-09-15,31.4,23.64,34.09,949,16878
743,SRV-007,2025-09-15,19.68,28.57,33.5,909,12952
744,SRV-008,2025-09-15,42.01,44.22,34.77,5131,79990
745,SRV-001,2025-09-16,34.57,31.43,35.66,1326,22396
746,SRV-002,2025-09-16,54.31,51.51,32.65,5597,83102
747,SRV-003,2025-09-16,57.86,51.63,34.33,5860,85288
748,SRV-004,2025-09-16,19.38,29.93,36.31,900,16670
749,SRV-005,2025-09-16,45.06,47.34,33.66,4517,58943
750,SRV-006,2025-09-16,22.53,22.48,31.47,1205,17132
751,SRV-007,2025-09-16,23.43,27.16,32.77,1223,12255
752,SRV-008,2025-09-16,40.07,44.85,34.15,5048,73315
753,SRV-001,2025-09-17,24.15,34.52,36.24,921,10485
754,SRV-002,2025-09-17,54.16,54.43,31.99,5991,65260
755,SRV-003,2025-09-17,51.37,50.2,37.23,5134,53692
756,SRV-004,2025-09-17,25.87,26.67,31.63,953,9766
757,SRV-005,2025-09-17,54.34,49.03,35.45,5805,62993
758,SRV-006,2025-09-17,28.18,34.3,38.22,1127,19728
759,SRV-007,2025-09-17,17.18,32.13,34.43,1291,16459
760,SRV-008,2025-09-17,54.49,55.84,34.23,4470,68549
761,SRV-001,2025-09-18,28.36,29.35,36.91,1010,11923
762,SRV-002,2025-09-18,48.02,48.5,30.48,6325,97517
763,SRV-003,2025-09-18,41.74,55.0,31.39,6359,106742
764,SRV-004,2025-09-18,35.49,24.31,34.9,977,10734
765,SRV-005,2025-09-18,55.6,46.95,36.65,6196,65174
766,SRV-006,2025-09-18,28.43,25.41,33.79,1076,20975
767,SRV-007,2025-09-18,22.89,30.2,30.74,873,14260
768,SRV-008,2025-09-18,39.97,53.48,35.55,4685,82595
769,SRV-001,2025-09-19,19.49,31.0,34.09,1251,18770
770,SRV-002,2025-09-19,42.13,52.92,32.39,4970,97044
771,SRV-003,2025-09-19,50.81,45.92,37.22,6619,107276
772,SRV-004,2025-09-19,20.33,23.38,37.43,999,12496
773,SRV-005,2025-09-19,59.02,57.17,32.51,6254,80133
774,SRV-006,2025-09-19,27.08,22.79,30.72,1154,21123
775,SRV-007,2025-09-19,37.05,35.76,32.58,1105,19912
776,SRV-008,2025-09-19,58.43,54.61,38.25,6027,76724
777,SRV-001,2025-09-20,23.43,25.65,37.71,438,4191
778,SRV-002,2025-09-20,56.17,52.19,30.07,1617,9488
779,SRV-003,2025-09-20,52.66,51.54,33.55,1773,16637
780,SRV-004,2025-09-20,27.75,35.87,36.68,476,2673
781,SRV-005,2025-09-20,47.26,54.34,34.26,3085,27948
782,SRV-006,2025-09-20,19.88,28.53,32.92,338,2945
783,SRV-007,2025-09-20,30.72,33.28,32.51,602,4891
784,SRV-008,2025-09-20,43.76,59.58,38.03,1723,12860
785,SRV-001,2025-09-21,29.17,22.66,37.96,541,3005
786,SRV-002,2025-09-21,48.07,46.01,31.66,2808,23477
787,SRV-003,2025-09-21,42.36,53.15,36.11,1853,17914
788,SRV-004,2025-09-21,34.85,33.72,33.26,616,3151
789,SRV-005,2025-09-21,53.28,54.54,36.31,3158,15820
790,SRV-006,2025-09-21,30.17,31.89,36.55,430,3965
791,SRV-007,2025-09-21,19.12,29.88,34.0,493,2572
792,SRV-008,2025-09-21,40.07,58.42,34.83,2178,15157
793,SRV-001,2025-09-22,34.2,34.12,37.33,961,16236
794,SRV-002,2025-09-22,58.04,48.24,33.83,4610,74926
795,SRV-003,2025-09-22,46.11,43.14,35.43,6232,114700
796,SRV-004,2025-09-22,25.97,36.25,36.07,1213,18433
797,SRV-005,2025-09-22,39.43,52.34,33.3,4502,65119
798,SRV-006,2025-09-22,35.84,35.44,32.67,1234,20896
799,SRV-007,2025-09-22,18.38,34.71,31.59,1155,16537
800,SRV-008,2025-09-22,38.76,43.76,35.93,5120,82805
801,SRV-001,2025-09-23,33.98,33.93,34.91,1064,15579
802,SRV-002,2025-09-23,50.83,45.38,35.13,5810,59608
803,SRV-003,2025-09-23,50.4,45.72,30.82,5920,94298
804,SRV-004,2025-09-23,35.3,24.65,34.88,1046,15495
805,SRV-005,2025-09-23,42.61,46.44,31.23,4669,73981
806,SRV-006,2025-09-23,29.85,27.64,34.81,1108,12693
807,SRV-007,2025-09-23,28.83,26.57,37.44,1095,18151
808,SRV-008,2025-09-23,42.49,55.38,33.98,4391,59006
809,SRV-001,2025-09-24,30.18,25.98,32.04,979,14447
810,SRV-002,2025-09-24,48.41,54.95,37.01,5653,75504
811,SRV-003,2025-09-24,44.69,45.08,36.47,6275,93869
812,SRV-004,2025-09-24,30.08,33.28,34.72,987,14614
813,SRV-005,2025-09-24,55.54,56.88,33.81,5309,96946
814,SRV-006,2025-09-24,16.41,26.88,33.69,908,13078
815,SRV-007,2025-09-24,35.21,27.85,37.76,965,12391
816,SRV-008,2025-09-24,43.17,45.91,36.13,4820,57646
817,SRV-001,2025-09-25,21.65,23.28,35.94,915,15142
818,SRV-002,2025-09-25,46.29,48.24,34.59,5275,72391
819,SRV-003,2025-09-25,48.35,55.15,34.47,5209,89122
820,SRV-004,2025-09-25,34.0,23.64,31.34,1081,18315
821,SRV-005,2025-09-25,46.75,53.1,36.82,5963,94652
822,SRV-006,2025-09-25,23.11,25.01,33.07,1168,14951
823,SRV-007,2025-09-25,26.52,30.45,33.45,1164,20773
824,SRV-008,2025-09-25,51.6,47.35,33.94,6384,111792
825,SRV-001,2025-09-26,27.03,24.75,35.46,1093,16212
826,SRV-002,2025-09-26,49.17,54.0,35.99,6236,102877
827,SRV-003,2025-09-26,55.79,50.04,31.81,4758,67802
828,SRV-004,2025-09-26,19.8,34.7,32.26,902,15799
829,SRV-005,2025-09-26,48.48,46.95,30.62,5414,72351
830,SRV-006,2025-09-26,25.39,27.69,34.09,988,10124
831,SRV-007,2025-09-26,22.04,23.3,36.91,997,14972
832,SRV-008,2025-09-26,40.28,48.32,32.38,4630,62978
833,SRV-001,2025-09-27,23.53,32.45,32.53,572,5057
834,SRV-002,2025-09-27,43.24,54.04,32.29,3090,26515
835,SRV-003,2025-09-27,43.93,55.72,32.75,2206,22025
836,SRV-004,2025-09-27,33.77,34.29,31.59,554,5510
837,SRV-005,2025-09-27,56.99,48.68,36.58,2027,12503
838,SRV-006,2025-09-27,27.96,29.41,36.56,440,2388
839,SRV-007,2025-09-27,25.79,36.9,34.25,479,4437
840,SRV-008,2025-09-27,40.25,55.89,31.99,2767,20749
841,SRV-001,2025-09-28,24.08,25.87,33.97,578,5094
842,SRV-002,2025-09-28,45.05,53.37,35.02,1705,9711
843,SRV-003,2025-09-28,59.63,53.86,37.15,3211,25268
844,SRV-004,2025-09-28,24.3,36.32,30.95,450,3318
845,SRV-005,2025-09-28,57.43,53.17,32.52,1897,15886
846,SRV-006,2025-09-28,32.94,30.82,30.31,385,3679
847,SRV-007,2025-09-28,20.78,26.45,34.17,472,3230
848,SRV-008,2025-09-28,43.96,56.38,32.56,3165,17868
849,SRV-001,2025-09-29,31.56,27.96,36.88,957,17900
850,SRV-002,2025-09-29,54.5,53.51,31.47,5554,72774
